parent_item,child_item,quantity_per
ITEM00080,ITEM01018,1
ITEM00018,ITEM01018,1
ITEM00008,ITEM01018,1
ITEM00009,ITEM01018,1
ITEM00010,ITEM01018,1
ITEM00011,ITEM01018,1
ITEM00106,ITEM01019,1
ITEM00107,ITEM01019,1
ITEM00108,ITEM01019,1
ITEM00109,ITEM01019,1
ITEM00110,ITEM01019,1
ITEM00111,ITEM01019,1
ITEM00112,ITEM01019,1
ITEM00113,ITEM01019,1
ITEM00100,ITEM01020,3
ITEM00198,ITEM01020,1
ITEM00199,ITEM01020,1
ITEM00253,ITEM01020,2
ITEM00206,ITEM01020,1
ITEM00207,ITEM01020,2
ITEM00100,ITEM01021,1
ITEM00100,ITEM01022,1
ITEM00100,ITEM01023,4
ITEM00117,ITEM01023,8
ITEM00252,ITEM01023,1
ITEM00207,ITEM01023,2
ITEM00117,ITEM01024,8
ITEM00100,ITEM01025,3
ITEM00100,ITEM01026,3
ITEM00117,ITEM01027,30
ITEM00065,ITEM01028,4
ITEM00355,ITEM01028,22
ITEM00359,ITEM01028,4
ITEM00155,ITEM01029,2
ITEM00155,ITEM01030,1
ITEM00155,ITEM01031,3
ITEM00155,ITEM01032,1
ITEM00155,ITEM01033,3
ITEM00017,ITEM01034,200
ITEM00018,ITEM01035,1
ITEM00008,ITEM01035,1
ITEM00009,ITEM01035,1
ITEM00010,ITEM01035,1
ITEM00011,ITEM01035,1
ITEM00278,ITEM01036,0.032857
ITEM00329,ITEM01036,0.032857
ITEM00323,ITEM01036,12.19
ITEM00324,ITEM01036,0.805
ITEM00327,ITEM01036,2.551905
ITEM00328,ITEM01036,2.551905
ITEM00264,ITEM01036,3.395238
ITEM00291,ITEM01036,3.105
ITEM00285,ITEM01036,2.28
ITEM00318,ITEM01036,4.7725
ITEM00101,ITEM01036,0.5
ITEM00050,ITEM01036,68.890476
ITEM00308,ITEM01036,6.2675
ITEM00299,ITEM01036,4.0595
ITEM00023,ITEM01036,3.022857
ITEM00275,ITEM01037,14.95
ITEM00330,ITEM01037,14.95
ITEM00331,ITEM01037,14.95
ITEM00310,ITEM01037,14.0415
ITEM00301,ITEM01037,14.0415
ITEM00316,ITEM01037,9.6025
ITEM00317,ITEM01037,9.6025
ITEM00254,ITEM01038,9.35
ITEM00255,ITEM01038,9.309086
ITEM00276,ITEM01038,6.150857
ITEM00277,ITEM01038,6.150857
ITEM00256,ITEM01038,4.861543
ITEM00257,ITEM01038,4.861543
ITEM00280,ITEM01038,6.150857
ITEM00281,ITEM01038,6.150857
ITEM00282,ITEM01038,5.62
ITEM00283,ITEM01038,1.85
ITEM00284,ITEM01038,1.85
ITEM00294,ITEM01038,1.850952
ITEM00265,ITEM01038,1.642857
ITEM00266,ITEM01038,0.86
ITEM00260,ITEM01038,0.85
ITEM00286,ITEM01038,6.150857
ITEM00279,ITEM01038,6.150857
ITEM00296,ITEM01038,4.052381
ITEM00297,ITEM01038,4.052381
ITEM00298,ITEM01038,6.62619
ITEM00293,ITEM01038,6.538571
ITEM00262,ITEM01038,0.711905
ITEM00263,ITEM01038,2.436686
ITEM00300,ITEM01038,6.0835
ITEM00269,ITEM01038,3.197
ITEM00270,ITEM01038,9.309086
ITEM00271,ITEM01038,9.309086
ITEM00272,ITEM01038,9.309086
ITEM00261,ITEM01038,9.309086
ITEM00307,ITEM01038,8.5215
ITEM00309,ITEM01038,4.5
ITEM00259,ITEM01038,1.774286
ITEM00303,ITEM01038,2.5875
ITEM00267,ITEM01038,2.22
ITEM00268,ITEM01038,2.1275
ITEM00258,ITEM01038,1.5525
ITEM00005,ITEM01038,184.973
ITEM00047,ITEM01038,57.368571
ITEM00014,ITEM01038,7.5095
ITEM00306,ITEM01038,8.5215
ITEM00332,ITEM01038,2.691
ITEM00325,ITEM01038,2.5875
ITEM00319,ITEM01038,1.4
ITEM00321,ITEM01038,0.41619
ITEM00322,ITEM01038,0.41619
ITEM00326,ITEM01039,5.13
ITEM00304,ITEM01039,5.13
ITEM00292,ITEM01040,4.589048
ITEM00295,ITEM01041,236.8
ITEM00302,ITEM01042,3.45
ITEM00082,ITEM01043,5
ITEM00333,ITEM01044,23.61
ITEM00004,ITEM01045,12
ITEM00004,ITEM01046,4
ITEM00006,ITEM01047,2
ITEM00018,ITEM01048,1
ITEM00203,ITEM01049,1
ITEM00360,ITEM01049,5
ITEM00361,ITEM01049,1
ITEM00085,ITEM01050,1
ITEM00086,ITEM01050,1
ITEM00087,ITEM01050,1
ITEM00088,ITEM01050,1
ITEM00087,ITEM01051,1
ITEM00088,ITEM01051,1
ITEM00085,ITEM01051,1
ITEM00086,ITEM01051,1
ITEM00002,ITEM01052,2
ITEM00055,ITEM01052,4
ITEM00056,ITEM01052,8
ITEM00032,ITEM01052,5
ITEM00362,ITEM01053,1
ITEM00153,ITEM01053,2
ITEM00065,ITEM01053,1
ITEM00363,ITEM01054,10
ITEM00364,ITEM01054,1
ITEM00005,ITEM01055,1.265
ITEM00295,ITEM01055,0.57
ITEM00256,ITEM01056,2.139079
ITEM00257,ITEM01056,2.139079
ITEM00325,ITEM01056,0.598
ITEM00050,ITEM01056,7.557143
ITEM00303,ITEM01056,0.598
ITEM00267,ITEM01056,0.98
ITEM00298,ITEM01056,6.407143
ITEM00293,ITEM01056,6.330476
ITEM00295,ITEM01056,0.05
ITEM00291,ITEM01056,2.3
ITEM00005,ITEM01057,23.41
ITEM00295,ITEM01057,23.79
ITEM00292,ITEM01058,4.32619
ITEM00320,ITEM01059,89.7
ITEM00295,ITEM01059,3.82
ITEM00290,ITEM01059,69
ITEM00320,ITEM01060,33.35
ITEM00290,ITEM01060,14.95
ITEM00295,ITEM01061,6.16
ITEM00295,ITEM01062,7.01
ITEM00320,ITEM01063,74.75
ITEM00290,ITEM01063,70.15
ITEM00264,ITEM01064,2.80381
ITEM00295,ITEM01065,3.5
ITEM00295,ITEM01066,5.69
ITEM00295,ITEM01067,6.58
ITEM00290,ITEM01067,14.95
ITEM00309,ITEM01068,1.26
ITEM00298,ITEM01068,3.712857
ITEM00293,ITEM01068,3.669048
ITEM00254,ITEM01069,3.09
ITEM00275,ITEM01069,4.114214
ITEM00255,ITEM01069,3.071998
ITEM00276,ITEM01069,2.029783
ITEM00277,ITEM01069,2.029783
ITEM00279,ITEM01069,2.029783
ITEM00280,ITEM01069,2.029783
ITEM00281,ITEM01069,2.029783
ITEM00282,ITEM01069,1.85
ITEM00283,ITEM01069,0.6
ITEM00284,ITEM01069,0.61
ITEM00292,ITEM01069,1.752381
ITEM00265,ITEM01069,0.766667
ITEM00266,ITEM01069,0.28
ITEM00260,ITEM01069,0.28
ITEM00285,ITEM01069,0.63
ITEM00286,ITEM01069,2.029783
ITEM00297,ITEM01069,1.314286
ITEM00333,ITEM01069,7.8
ITEM00262,ITEM01069,0.197143
ITEM00263,ITEM01069,0.804106
ITEM00264,ITEM01069,0.930952
ITEM00291,ITEM01069,0.805
ITEM00269,ITEM01069,1.058
ITEM00270,ITEM01069,3.071998
ITEM00271,ITEM01069,3.071998
ITEM00272,ITEM01069,3.071998
ITEM00261,ITEM01069,3.071998
ITEM00296,ITEM01069,1.314286
ITEM00304,ITEM01069,1.41
ITEM00267,ITEM01069,0.73
ITEM00299,ITEM01069,1.1155
ITEM00268,ITEM01069,0.5865
ITEM00300,ITEM01069,2.0125
ITEM00023,ITEM01069,0.832381
ITEM00308,ITEM01069,5.175
ITEM00310,ITEM01069,3.864
ITEM00301,ITEM01069,3.864
ITEM00302,ITEM01069,2.3
ITEM00259,ITEM01069,0.580476
ITEM00303,ITEM01069,0.85215
ITEM00312,ITEM01069,0.076667
ITEM00014,ITEM01069,2.875
ITEM00313,ITEM01069,0.07
ITEM00306,ITEM01069,2.8175
ITEM00307,ITEM01069,2.8175
ITEM00317,ITEM01069,2.63925
ITEM00258,ITEM01069,0.5175
ITEM00005,ITEM01069,102.617
ITEM00050,ITEM01069,21.466667
ITEM00047,ITEM01069,37.864681
ITEM00311,ITEM01069,0.076667
ITEM00328,ITEM01069,0.700952
ITEM00318,ITEM01069,1.311
ITEM00319,ITEM01069,0.46
ITEM00321,ITEM01069,0.131429
ITEM00322,ITEM01069,0.131429
ITEM00316,ITEM01069,2.63925
ITEM00332,ITEM01069,0.897
ITEM00323,ITEM01069,3.335
ITEM00324,ITEM01069,0.2185
ITEM00325,ITEM01069,0.85215
ITEM00326,ITEM01069,1.41
ITEM00327,ITEM01069,0.700952
ITEM00278,ITEM01069,0.115876
ITEM00329,ITEM01069,0.115876
ITEM00256,ITEM01069,1.604309
ITEM00257,ITEM01069,1.604309
ITEM00330,ITEM01069,4.114214
ITEM00331,ITEM01069,4.114214
ITEM00294,ITEM01070,0.832381
ITEM00254,ITEM01071,7.56
ITEM00255,ITEM01071,7.529714
ITEM00276,ITEM01071,4.059566
ITEM00277,ITEM01071,4.059566
ITEM00321,ITEM01071,0.27381
ITEM00284,ITEM01071,0.61
ITEM00286,ITEM01071,4.059566
ITEM00279,ITEM01071,4.059566
ITEM00280,ITEM01071,4.059566
ITEM00281,ITEM01071,4.059566
ITEM00282,ITEM01071,3.71
ITEM00283,ITEM01071,0.6
ITEM00264,ITEM01071,0.700952
ITEM00265,ITEM01071,1.237619
ITEM00266,ITEM01071,0.78
ITEM00260,ITEM01071,0.78
ITEM00296,ITEM01071,1.314286
ITEM00297,ITEM01071,1.314286
ITEM00262,ITEM01071,0.197143
ITEM00263,ITEM01071,1.608213
ITEM00295,ITEM01071,130.98
ITEM00268,ITEM01071,2.346
ITEM00269,ITEM01071,2.139
ITEM00270,ITEM01071,7.529714
ITEM00271,ITEM01071,7.529714
ITEM00272,ITEM01071,7.529714
ITEM00261,ITEM01071,7.529714
ITEM00322,ITEM01071,0.27381
ITEM00258,ITEM01071,1.4375
ITEM00311,ITEM01071,0.153333
ITEM00312,ITEM01071,0.153333
ITEM00313,ITEM01071,0.14
ITEM00259,ITEM01071,0.580476
ITEM00275,ITEM01072,23.313878
ITEM00330,ITEM01072,23.313878
ITEM00331,ITEM01072,23.313878
ITEM00332,ITEM01072,7.1875
ITEM00324,ITEM01072,0.6325
ITEM00325,ITEM01072,6.1318
ITEM00294,ITEM01072,1.65381
ITEM00295,ITEM01072,85.05
ITEM00285,ITEM01072,3.68
ITEM00310,ITEM01072,21.873
ITEM00301,ITEM01072,21.873
ITEM00303,ITEM01072,6.1318
ITEM00304,ITEM01072,7.99
ITEM00268,ITEM01072,2.346
ITEM00023,ITEM01072,4.709524
ITEM00326,ITEM01072,7.99
ITEM00316,ITEM01072,16.24605
ITEM00317,ITEM01072,16.24605
ITEM00050,ITEM01072,81.92381
ITEM00309,ITEM01072,8.42
ITEM00323,ITEM01073,25.53
ITEM00315,ITEM01073,116.8101
ITEM00287,ITEM01073,23.481905
ITEM00288,ITEM01073,129.95
ITEM00289,ITEM01073,104.788
ITEM00292,ITEM01073,36.493333
ITEM00305,ITEM01073,23.974762
ITEM00005,ITEM01073,426.45
ITEM00047,ITEM01073,164.889081
ITEM00014,ITEM01073,43.47
ITEM00314,ITEM01073,23.974762
ITEM00005,ITEM01074,0.71
ITEM00302,ITEM01074,8.418
ITEM00295,ITEM01074,24.01
ITEM00315,ITEM01075,15.226
ITEM00295,ITEM01075,799.24
ITEM00278,ITEM01076,0.700952
ITEM00329,ITEM01076,0.700952
ITEM00327,ITEM01076,1.533333
ITEM00328,ITEM01076,1.533333
ITEM00318,ITEM01076,2.8405
ITEM00319,ITEM01076,1
ITEM00300,ITEM01076,4.347
ITEM00333,ITEM01076,16.92
ITEM00306,ITEM01076,6.1065
ITEM00307,ITEM01076,6.1065
ITEM00308,ITEM01076,3.5995
ITEM00299,ITEM01076,2.415
ITEM00278,ITEM01077,3.241905
ITEM00329,ITEM01077,3.241905
ITEM00327,ITEM01077,0.909048
ITEM00328,ITEM01077,0.909048
ITEM00318,ITEM01077,1.702
ITEM00005,ITEM01077,2.65
ITEM00306,ITEM01077,3.657
ITEM00307,ITEM01077,3.657
ITEM00308,ITEM01077,2.1275
ITEM00299,ITEM01077,1.449
ITEM00300,ITEM01077,2.6105
ITEM00333,ITEM01077,10.13
ITEM00057,ITEM01078,151.8
ITEM00275,ITEM01079,27.424762
ITEM00278,ITEM01079,0.909048
ITEM00329,ITEM01079,0.909048
ITEM00330,ITEM01079,27.424762
ITEM00331,ITEM01079,27.424762
ITEM00326,ITEM01079,7.99
ITEM00292,ITEM01079,5.859524
ITEM00299,ITEM01079,3.7145
ITEM00300,ITEM01079,6.693
ITEM00333,ITEM01079,25.97
ITEM00294,ITEM01079,0.04381
ITEM00295,ITEM01079,106.2
ITEM00306,ITEM01079,9.3725
ITEM00307,ITEM01079,9.3725
ITEM00308,ITEM01079,5.4395
ITEM00310,ITEM01079,25.737
ITEM00301,ITEM01079,25.737
ITEM00304,ITEM01079,7.99
ITEM00327,ITEM01079,2.34381
ITEM00328,ITEM01079,2.34381
ITEM00318,ITEM01079,4.37
ITEM00316,ITEM01079,8.7975
ITEM00317,ITEM01079,8.7975
ITEM00005,ITEM01079,78.092
ITEM00050,ITEM01080,4.271429
ITEM00050,ITEM01081,4.6
ITEM00295,ITEM01081,3.19
ITEM00295,ITEM01082,12.27
ITEM00057,ITEM01083,145.2
ITEM00068,ITEM01083,403.7
ITEM00057,ITEM01084,217.8
ITEM00068,ITEM01084,649
ITEM00163,ITEM01085,1
ITEM00164,ITEM01085,1
ITEM00169,ITEM01085,1
ITEM00174,ITEM01085,1
ITEM00008,ITEM01086,1
ITEM00010,ITEM01086,1
ITEM00363,ITEM01087,1
ITEM00364,ITEM01088,1
ITEM00057,ITEM01089,1.1
ITEM00065,ITEM01090,2
ITEM00065,ITEM01091,1
ITEM00067,ITEM01092,1
ITEM00190,ITEM01092,1
ITEM00191,ITEM01092,1
ITEM00362,ITEM01093,1
ITEM00065,ITEM01094,1
ITEM00362,ITEM01095,1
ITEM00007,ITEM01096,8
ITEM00007,ITEM01097,3
ITEM00007,ITEM01098,11
ITEM00007,ITEM01099,22
ITEM00007,ITEM01100,22
ITEM00008,ITEM01101,1
ITEM00009,ITEM01101,1
ITEM00010,ITEM01101,1
ITEM00011,ITEM01101,1
ITEM00057,ITEM01102,6.6
ITEM00057,ITEM01103,13.2
ITEM00057,ITEM01104,2.2
ITEM00057,ITEM01105,11
ITEM00359,ITEM01106,1
ITEM00013,ITEM01107,2
ITEM00207,ITEM01108,1
ITEM00108,ITEM01108,1
ITEM00109,ITEM01108,1
ITEM00110,ITEM01108,1
ITEM00111,ITEM01108,1
ITEM00028,ITEM01109,2
ITEM00029,ITEM01109,2
ITEM00026,ITEM01109,2
ITEM00030,ITEM01109,2
ITEM00027,ITEM01109,2
ITEM00080,ITEM01110,4
ITEM00029,ITEM01111,3
ITEM00015,ITEM01111,18
ITEM00030,ITEM01111,3
ITEM00016,ITEM01111,18
ITEM00029,ITEM01112,3
ITEM00015,ITEM01112,18
ITEM00030,ITEM01112,3
ITEM00016,ITEM01112,18
ITEM00007,ITEM01113,2
ITEM00028,ITEM01114,4
ITEM00007,ITEM01114,2
ITEM00026,ITEM01114,3
ITEM00031,ITEM01114,10
ITEM00080,ITEM01114,2
ITEM00015,ITEM01114,4
ITEM00027,ITEM01114,3
ITEM00016,ITEM01114,4
ITEM00365,ITEM01114,2
ITEM00028,ITEM01115,4
ITEM00007,ITEM01115,4
ITEM00026,ITEM01115,3
ITEM00015,ITEM01115,4
ITEM00027,ITEM01115,3
ITEM00016,ITEM01115,4
ITEM00365,ITEM01115,2
ITEM00031,ITEM01115,10
ITEM00080,ITEM01115,2
ITEM00004,ITEM01116,3
ITEM00004,ITEM01117,4
ITEM00004,ITEM01117,8
ITEM00067,ITEM01118,1
ITEM00190,ITEM01118,1
ITEM00191,ITEM01118,1
ITEM00188,ITEM01119,1
ITEM00190,ITEM01119,1
ITEM00189,ITEM01120,1
ITEM00189,ITEM01120,1
ITEM00191,ITEM01120,1
ITEM00357,ITEM01121,1
ITEM00065,ITEM01121,1
ITEM00025,ITEM01121,1
ITEM00249,ITEM01122,1
ITEM00250,ITEM01122,1
ITEM00192,ITEM01122,1
ITEM00366,ITEM01122,1
ITEM00099,ITEM01123,1
ITEM00245,ITEM01124,250
ITEM00039,ITEM01124,200
ITEM00245,ITEM01125,130
ITEM00039,ITEM01125,100
ITEM00114,ITEM01126,187
ITEM00114,ITEM01127,77
ITEM00114,ITEM01128,264
ITEM00183,ITEM01128,4
ITEM00114,ITEM01129,231
ITEM00114,ITEM01130,154
ITEM00114,ITEM01131,71.5
ITEM00114,ITEM01132,11
ITEM00114,ITEM01133,11
ITEM00114,ITEM01134,55
ITEM00114,ITEM01135,16.5
ITEM00114,ITEM01136,11
ITEM00362,ITEM01137,1
ITEM00065,ITEM01138,1
ITEM00067,ITEM01139,1
ITEM00190,ITEM01139,1
ITEM00191,ITEM01139,1
ITEM00186,ITEM01140,10
ITEM00011,ITEM01141,4
ITEM00018,ITEM01141,4
ITEM00008,ITEM01141,4
ITEM00009,ITEM01141,4
ITEM00010,ITEM01141,4
ITEM00018,ITEM01142,4
ITEM00008,ITEM01142,4
ITEM00009,ITEM01142,4
ITEM00010,ITEM01142,4
ITEM00011,ITEM01142,4
ITEM00017,ITEM01143,6
ITEM00363,ITEM01143,2
ITEM00364,ITEM01143,2
ITEM00008,ITEM01144,1
ITEM00009,ITEM01144,1
ITEM00010,ITEM01144,1
ITEM00011,ITEM01144,1
ITEM00008,ITEM01145,1
ITEM00009,ITEM01145,1
ITEM00010,ITEM01145,1
ITEM00011,ITEM01145,1
ITEM00091,ITEM01146,1
ITEM00018,ITEM01146,2
ITEM00017,ITEM01147,6
ITEM00018,ITEM01148,13
ITEM00008,ITEM01148,13
ITEM00009,ITEM01148,13
ITEM00010,ITEM01148,13
ITEM00011,ITEM01148,13
ITEM00017,ITEM01149,8
ITEM00018,ITEM01149,30
ITEM00008,ITEM01149,30
ITEM00009,ITEM01149,30
ITEM00010,ITEM01149,30
ITEM00011,ITEM01149,30
ITEM00017,ITEM01150,8
ITEM00039,ITEM01151,2
ITEM00182,ITEM01151,10
ITEM00183,ITEM01151,10
ITEM00105,ITEM01152,20
ITEM00354,ITEM01152,3
ITEM00092,ITEM01152,2
ITEM00093,ITEM01152,2
ITEM00094,ITEM01152,2
ITEM00095,ITEM01152,2
ITEM00060,ITEM01153,24
ITEM00061,ITEM01153,24
ITEM00062,ITEM01153,24
ITEM00063,ITEM01153,12
ITEM00064,ITEM01153,24
ITEM00066,ITEM01154,12
ITEM00018,ITEM01154,5
ITEM00186,ITEM01154,1
ITEM00008,ITEM01154,5
ITEM00009,ITEM01154,5
ITEM00010,ITEM01154,5
ITEM00011,ITEM01154,5
ITEM00367,ITEM01154,5
ITEM00368,ITEM01155,6
ITEM00066,ITEM01155,2.5
ITEM00060,ITEM01155,6
ITEM00061,ITEM01155,6
ITEM00062,ITEM01155,6
ITEM00063,ITEM01155,4
ITEM00064,ITEM01155,6
ITEM00368,ITEM01156,7
ITEM00089,ITEM01157,3
ITEM00090,ITEM01157,12
ITEM00089,ITEM01158,3
ITEM00066,ITEM01158,2.5
ITEM00090,ITEM01158,10
ITEM00334,ITEM01158,6
ITEM00334,ITEM01159,1.5
ITEM00039,ITEM01159,18
ITEM00334,ITEM01160,6
ITEM00100,ITEM01161,20
ITEM00100,ITEM01162,20
ITEM00100,ITEM01163,20
ITEM00100,ITEM01164,20
ITEM00100,ITEM01165,20
ITEM00100,ITEM01166,20
ITEM00118,ITEM01167,20
ITEM00118,ITEM01168,20
ITEM00100,ITEM01169,20
ITEM00100,ITEM01170,20
ITEM00118,ITEM01171,20
ITEM00118,ITEM01172,20
ITEM00118,ITEM01173,20
ITEM00118,ITEM01174,20
ITEM00146,ITEM01175,3
ITEM00146,ITEM01176,6
ITEM00032,ITEM01177,1
ITEM00039,ITEM01178,2
ITEM00369,ITEM01179,2
ITEM00032,ITEM01180,1
ITEM00366,ITEM01181,1
ITEM00192,ITEM01182,1
ITEM00249,ITEM01183,1
ITEM00250,ITEM01184,1
ITEM00206,ITEM01185,1
ITEM00207,ITEM01185,5
ITEM00039,ITEM01186,1
ITEM00060,ITEM01187,3
ITEM00061,ITEM01187,3
ITEM00062,ITEM01187,3
ITEM00063,ITEM01187,2
ITEM00064,ITEM01187,3
ITEM00060,ITEM01188,4
ITEM00061,ITEM01188,4
ITEM00062,ITEM01188,4
ITEM00063,ITEM01188,4
ITEM00064,ITEM01188,4
ITEM00093,ITEM01188,1
ITEM00094,ITEM01188,1
ITEM00354,ITEM01189,2
ITEM00066,ITEM01189,10
ITEM00334,ITEM01189,3
ITEM00066,ITEM01190,1
ITEM00064,ITEM01191,2
ITEM00060,ITEM01191,2
ITEM00061,ITEM01191,2
ITEM00062,ITEM01191,2
ITEM00063,ITEM01191,2
ITEM00060,ITEM01192,3
ITEM00061,ITEM01192,3
ITEM00062,ITEM01192,3
ITEM00063,ITEM01192,2
ITEM00064,ITEM01192,3
ITEM00018,ITEM01193,1
ITEM00008,ITEM01193,1
ITEM00009,ITEM01193,1
ITEM00010,ITEM01193,1
ITEM00011,ITEM01193,1
ITEM00060,ITEM01193,3
ITEM00061,ITEM01193,3
ITEM00062,ITEM01193,3
ITEM00063,ITEM01193,2
ITEM00064,ITEM01193,3
ITEM00039,ITEM01194,2
ITEM00060,ITEM01195,1
ITEM00061,ITEM01195,1
ITEM00062,ITEM01195,1
ITEM00063,ITEM01195,1
ITEM00020,ITEM01196,1
ITEM00022,ITEM01196,1
ITEM00004,ITEM01196,1
ITEM00080,ITEM01196,1
ITEM00004,ITEM01197,2
ITEM00092,ITEM01198,1
ITEM00093,ITEM01198,2
ITEM00094,ITEM01198,2
ITEM00095,ITEM01198,1
ITEM00066,ITEM01199,1
ITEM00184,ITEM01200,1
ITEM00185,ITEM01200,1
ITEM00066,ITEM01201,2
ITEM00186,ITEM01202,1
ITEM00018,ITEM01203,1
ITEM00008,ITEM01203,1
ITEM00009,ITEM01203,1
ITEM00010,ITEM01203,1
ITEM00011,ITEM01203,1
ITEM00186,ITEM01204,1
ITEM00068,ITEM01205,44
ITEM00058,ITEM01205,998.8
ITEM00060,ITEM01206,3
ITEM00061,ITEM01206,3
ITEM00062,ITEM01206,3
ITEM00057,ITEM01207,1.1
ITEM00100,ITEM01208,2
ITEM00198,ITEM01208,1
ITEM00199,ITEM01208,1
ITEM00099,ITEM01209,1
ITEM00099,ITEM01210,1
ITEM00025,ITEM01210,1
ITEM00099,ITEM01211,1
ITEM00163,ITEM01212,1
ITEM00164,ITEM01212,1
ITEM00169,ITEM01212,1
ITEM00174,ITEM01212,1
ITEM00020,ITEM01213,1
ITEM00344,ITEM01213,1
ITEM00036,ITEM01214,1
ITEM00370,ITEM01215,1
ITEM00370,ITEM01216,1
ITEM00370,ITEM01217,1
ITEM00370,ITEM01218,1
ITEM00370,ITEM01219,1
ITEM00370,ITEM01220,1
ITEM00370,ITEM01221,1
ITEM00370,ITEM01222,1
ITEM00370,ITEM01223,1
ITEM00370,ITEM01224,1
ITEM00370,ITEM01225,1
ITEM00370,ITEM01226,1
ITEM00370,ITEM01227,1
ITEM00370,ITEM01228,1
ITEM00370,ITEM01229,1
ITEM00370,ITEM01230,1
ITEM00370,ITEM01231,1
ITEM00370,ITEM01232,1
ITEM00370,ITEM01233,1
ITEM00370,ITEM01234,1
ITEM00370,ITEM01235,1
ITEM00370,ITEM01236,1
ITEM00370,ITEM01237,1
ITEM00370,ITEM01238,1
ITEM00370,ITEM01239,1
ITEM00370,ITEM01240,1
ITEM00370,ITEM01241,1
ITEM00370,ITEM01242,1
ITEM00370,ITEM01243,1
ITEM00370,ITEM01244,1
ITEM00370,ITEM01245,1
ITEM00370,ITEM01246,1
ITEM00370,ITEM01247,1
ITEM00370,ITEM01248,1
ITEM00370,ITEM01249,1
ITEM00370,ITEM01250,1
ITEM00370,ITEM01251,1
ITEM00370,ITEM01252,1
ITEM00370,ITEM01253,1
ITEM00370,ITEM01254,1
ITEM00370,ITEM01255,1
ITEM00370,ITEM01256,1
ITEM00370,ITEM01257,1
ITEM00370,ITEM01258,1
ITEM00370,ITEM01259,1
ITEM00370,ITEM01260,1
ITEM00370,ITEM01261,1
ITEM00370,ITEM01262,1
ITEM00370,ITEM01263,1
ITEM00370,ITEM01264,1
ITEM00370,ITEM01265,1
ITEM00370,ITEM01266,1
ITEM00370,ITEM01267,1
ITEM00370,ITEM01268,1
ITEM00370,ITEM01269,1
ITEM00370,ITEM01270,1
ITEM00370,ITEM01271,1
ITEM00370,ITEM01272,1
ITEM00370,ITEM01273,1
ITEM00370,ITEM01274,1
ITEM00370,ITEM01275,1
ITEM00370,ITEM01276,1
ITEM00370,ITEM01277,1
ITEM00370,ITEM01278,1
ITEM00370,ITEM01279,1
ITEM00370,ITEM01280,1
ITEM00370,ITEM01281,1
ITEM00370,ITEM01282,1
ITEM00370,ITEM01283,1
ITEM00370,ITEM01284,1
ITEM00370,ITEM01285,1
ITEM00370,ITEM01286,1
ITEM00370,ITEM01287,1
ITEM00370,ITEM01288,1
ITEM00370,ITEM01289,1
ITEM00370,ITEM01290,1
ITEM00370,ITEM01291,1
ITEM00370,ITEM01292,1
ITEM00370,ITEM01293,1
ITEM00370,ITEM01294,1
ITEM00370,ITEM01295,1
ITEM00370,ITEM01296,1
ITEM00370,ITEM01297,1
ITEM00370,ITEM01298,1
ITEM00370,ITEM01299,1
ITEM00370,ITEM01300,1
ITEM00370,ITEM01301,1
ITEM00370,ITEM01302,1
ITEM00370,ITEM01303,1
ITEM00370,ITEM01304,1
ITEM00370,ITEM01305,1
ITEM00370,ITEM01306,1
ITEM00370,ITEM01307,1
ITEM00370,ITEM01308,1
ITEM00370,ITEM01309,1
ITEM00370,ITEM01310,1
ITEM00370,ITEM01311,1
ITEM00370,ITEM01312,1
ITEM00370,ITEM01313,1
ITEM00370,ITEM01314,1
ITEM00370,ITEM01315,1
ITEM00370,ITEM01316,1
ITEM00370,ITEM01317,1
ITEM00370,ITEM01318,1
ITEM00370,ITEM01319,1
ITEM00370,ITEM01320,1
ITEM00370,ITEM01321,1
ITEM00370,ITEM01322,1
ITEM00370,ITEM01323,1
ITEM00370,ITEM01324,1
ITEM00370,ITEM01325,1
ITEM00370,ITEM01326,1
ITEM00370,ITEM01327,1
ITEM00370,ITEM01328,1
ITEM00370,ITEM01329,1
ITEM00370,ITEM01330,1
ITEM00370,ITEM01331,1
ITEM00370,ITEM01332,1
ITEM00370,ITEM01333,1
ITEM00370,ITEM01334,1
ITEM00370,ITEM01335,1
ITEM00370,ITEM01336,1
ITEM00370,ITEM01337,1
ITEM00370,ITEM01338,1
ITEM00370,ITEM01339,1
ITEM00370,ITEM01340,1
ITEM00370,ITEM01341,1
ITEM00370,ITEM01342,1
ITEM00370,ITEM01343,1
ITEM00370,ITEM01344,1
ITEM00370,ITEM01345,1
ITEM00370,ITEM01346,1
ITEM00370,ITEM01347,1
ITEM00370,ITEM01348,1
ITEM00370,ITEM01349,1
ITEM00370,ITEM01350,1
ITEM00370,ITEM01351,1
ITEM00370,ITEM01352,1
ITEM00370,ITEM01353,1
ITEM00370,ITEM01354,1
ITEM00370,ITEM01355,1
ITEM00370,ITEM01356,1
ITEM00370,ITEM01357,1
ITEM00370,ITEM01358,1
ITEM00370,ITEM01359,1
ITEM00370,ITEM01360,1
ITEM00370,ITEM01361,1
ITEM00370,ITEM01362,1
ITEM00370,ITEM01363,1
ITEM00370,ITEM01364,1
ITEM00370,ITEM01365,1
ITEM00370,ITEM01366,1
ITEM00370,ITEM01367,1
ITEM00370,ITEM01368,1
ITEM00370,ITEM01369,1
ITEM00370,ITEM01370,1
ITEM00370,ITEM01371,1
ITEM00370,ITEM01372,1
ITEM00370,ITEM01373,1
