item,quantity,due_date
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00419,4,2025-06-01
ITEM00103,4,2025-06-01
ITEM00286,3,2025-06-01
ITEM00092,4,2025-06-01
ITEM00410,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00370,4,2025-06-01
ITEM00039,2,2025-06-01
ITEM00372,5,2025-06-01
ITEM00421,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00126,1,2025-06-01
ITEM00348,5,2025-06-01
ITEM00412,5,2025-06-01
ITEM00165,5,2025-06-01
ITEM00110,3,2025-06-01
ITEM00171,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00016,4,2025-06-01
ITEM00123,3,2025-06-01
ITEM00113,5,2025-06-01
ITEM00173,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00090,2,2025-06-01
ITEM00397,4,2025-06-01
ITEM00143,3,2025-06-01
ITEM00223,4,2025-06-01
ITEM00108,4,2025-06-01
ITEM00414,5,2025-06-01
ITEM00111,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00233,3,2025-06-01
ITEM00018,5,2025-06-01
ITEM00409,1,2025-06-01
ITEM00172,4,2025-06-01
ITEM00174,2,2025-06-01
ITEM00361,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00159,2,2025-06-01
ITEM00027,5,2025-06-01
ITEM00226,2,2025-06-01
ITEM00283,3,2025-06-01
ITEM00069,4,2025-06-01
ITEM00163,1,2025-06-01
ITEM00394,3,2025-06-01
ITEM00109,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00011,4,2025-06-01
ITEM00038,1,2025-06-01
ITEM00385,1,2025-06-01
ITEM00352,5,2025-06-01
ITEM00232,1,2025-06-01
ITEM00106,2,2025-06-01
ITEM00036,2,2025-06-01
ITEM00170,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00214,2,2025-06-01
ITEM00070,2,2025-06-01
ITEM00215,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00353,1,2025-06-01
ITEM00281,2,2025-06-01
ITEM00063,2,2025-06-01
ITEM00055,4,2025-06-01
ITEM00252,2,2025-06-01
ITEM00408,2,2025-06-01
ITEM00166,2,2025-06-01
ITEM00112,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00181,5,2025-06-01
ITEM00104,1,2025-06-01
ITEM00064,4,2025-06-01
ITEM00411,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00107,3,2025-06-01
ITEM00180,3,2025-06-01
ITEM00153,2,2025-06-01
ITEM00154,2,2025-06-01
ITEM00415,3,2025-06-01
ITEM00360,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00080,5,2025-06-01
ITEM00216,4,2025-06-01
ITEM00218,5,2025-06-01
ITEM00168,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00253,2,2025-06-01
ITEM00426,4,2025-06-01
ITEM00716,2,2025-06-01
ITEM00717,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00217,5,2025-06-01
ITEM00367,4,2025-06-01
ITEM00416,4,2025-06-01
ITEM00238,5,2025-06-01
ITEM00164,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00182,2,2025-06-01
ITEM00282,5,2025-06-01
ITEM00231,5,2025-06-01
ITEM00413,4,2025-06-01
ITEM00056,2,2025-06-01
ITEM00179,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00420,1,2025-06-01
ITEM00427,4,2025-06-01
ITEM00167,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00155,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00183,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,2,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,1,2025-06-01
ITEM00169,5,2025-06-01
ITEM00169,4,2025-06-01
ITEM00169,3,2025-06-01
ITEM00169,1,2025-06-01
